Organic Waste,Paper,Cardboard,Plastic (PET),Plastic (Other),Metals (Aluminum),Metals (Iron and Steel),Glass,Textiles,E-waste,Rubber,Other
37.87571789,19.70537225,7.858978404,11.02060119,4.170264129,3.250561547,5.483886442,7.366320045,4.286626867,2.02576895,2.992582945,3.709451691
37.84698275,19.1515331,6.836210924,8.985081062,3.566499507,2.409842725,5.539924784,6.67844477,4.905834236,2.729962793,2.422672907,3.200343291
33.3343023,18.9195595,8.355141416,10.1960298,3.576002963,3.617573892,4.159026184,6.398627018,4.121836753,2.910616481,2.699280144,4.761004915
34.968387,16.2180049,8.403688691,10.27951325,3.225688454,2.02416602,5.893201275,6.622041326,4.414545055,2.255986331,2.669252308,3.784684731
32.22646496,17.06098026,7.196918576,10.69067886,4.978332777,2.689362873,4.064677397,6.675760988,4.12572416,2.610383521,2.397066187,3.584606852
32.94630778,19.16944747,8.276266851,8.762752158,3.712020437,3.489614459,5.128451904,6.86527516,4.043306801,2.119287658,2.837184307,4.813930239
33.77496605,16.16423683,6.208688965,11.56107175,4.160362488,2.48220231,5.408635304,7.539951019,4.956556561,2.757413879,2.691204511,4.263331506
37.31325807,19.80201572,7.39683502,8.300124912,3.962900718,2.375004795,4.074504581,6.400825189,4.683790191,2.585337416,2.935889576,4.048802021
37.74458033,17.89778938,6.58971601,8.703419126,4.019575436,2.696198829,4.92721779,6.833279983,4.165046333,2.234295318,2.192576329,3.695414953
36.13215545,18.59193943,6.754233265,11.41486155,3.097221861,3.582809944,5.018132682,7.778825903,4.378315066,2.755020776,2.582277406,4.67912854
37.79716521,18.62500939,6.726617448,11.74808908,3.233313281,3.757930363,5.618653493,7.623499939,4.288274301,2.580312608,2.78193643,4.389758074
33.94623646,18.93833756,7.418403602,10.21113291,4.075167007,2.329000714,4.942118807,7.572673036,4.97466531,2.382608853,2.72325907,4.790495414
36.90560468,16.11517525,8.182731482,9.578675911,4.84231834,2.463787361,4.265823984,7.285449345,4.368448303,2.95887669,2.776951787,4.578736109
36.6018414,16.4213301,6.085477811,11.80593951,4.169707156,2.296977236,5.818237308,7.62477956,4.228717553,2.562204564,2.951013143,3.140776882
36.84550019,16.78730979,7.448699532,8.622052733,3.627171525,3.975770289,4.584034384,7.213821242,4.907460712,2.959573112,2.959603799,3.497346135
37.14562005,17.01572366,8.561322825,8.401768711,4.025897532,3.195115723,4.5712356,7.115914758,4.763386125,2.050319292,2.134607173,3.281334028
35.67086157,18.71223555,6.736826952,10.06667661,4.056625344,2.708794212,4.169944713,6.294960952,4.323844738,2.691318918,2.939533961,3.139570833
32.54888842,19.95695381,8.563249638,9.472375637,4.018355851,2.319867247,4.099138881,7.168866026,4.026704528,2.464756914,2.53815651,3.160680919
33.46376814,19.1270296,8.19835196,9.873367476,4.725647063,2.826931745,5.662240525,6.33277523,4.814109286,2.12352781,2.916014971,4.672046471
34.49706805,17.35721044,7.745082962,9.382290943,3.951239024,3.093667754,5.744453456,6.727053943,4.732944618,2.242706676,2.631506223,3.050887456
36.05821911,19.4610803,6.933454031,11.66468927,4.676549756,2.620618432,4.468810772,6.658712176,4.535410992,2.609380076,2.177543973,3.422673005
32.97257691,19.3743333,7.997561366,10.53066762,4.522239759,2.671537627,5.255698716,7.968360168,4.937033811,2.766318049,2.169203552,3.004511108
33.24406776,16.62979669,6.628790421,8.218153332,3.060242872,3.787273609,5.381563434,6.732639623,4.060892469,2.245190945,2.674688313,4.163684354
37.0099014,16.29554662,8.018945265,9.04373646,3.428893483,3.5763717,4.121940889,7.220450384,4.865942478,2.201709942,2.78364729,4.963794935
34.02378873,17.74985138,7.018808457,9.690813192,4.717727185,3.600361882,4.645588998,6.440633062,4.171234514,2.749829125,2.237545521,3.977164495
35.4833369,19.83702678,8.263051993,9.38245928,4.971680344,3.990752468,4.101272645,7.799938155,4.696777527,2.367224838,2.239140088,4.033954224
34.52816042,16.98855493,6.23935147,8.227567155,3.724116889,2.227701272,5.640685382,7.97928355,4.596585678,2.947224988,2.900530991,3.317666664
33.67942996,17.87808034,7.335224206,11.12659519,4.686711923,3.023252408,4.821055286,7.781263979,4.462813333,2.076990829,2.947913688,3.175450624
33.86402618,17.09470564,8.07555672,9.620462801,3.932921104,3.386779107,5.554049131,6.588261189,4.940188718,2.412438795,2.406516965,3.192428577
35.07781821,19.45882958,7.226155762,10.22624819,4.572019974,3.223723874,4.918534598,6.435573955,4.934803078,2.869616826,2.72441933,3.525702595
37.92735302,16.85014959,8.026747271,11.67116176,3.635575821,2.049768923,5.656511727,6.172155512,4.716887388,2.650945827,2.075031211,4.259622196
35.84264607,18.09237373,6.294114338,8.538854,3.863241313,3.497480164,5.684261681,7.40019766,4.625887174,2.353060817,2.665901229,4.737167516
34.41177252,16.00263701,8.31257834,11.1468681,3.539722285,2.617514772,5.390923025,6.243044891,4.631020704,2.047563402,2.794742661,4.998514243
33.76177914,17.70486853,6.226240674,11.55885577,4.995331822,3.345827988,4.439031214,7.898951877,4.787926516,2.315127147,2.764981207,3.468091071
37.72719932,16.32337176,6.549434478,10.49570793,4.956464229,2.139083744,4.920678029,7.422733997,4.101332807,2.560804997,2.087366376,4.730633013
36.09187954,17.95069789,7.166614007,11.86676267,3.318588966,3.068919963,5.623187278,7.714592122,4.679216347,2.15824771,2.180952647,3.95015723
37.89508946,17.85888701,7.637129896,11.16494247,4.589834686,3.086947186,5.857022852,7.111728324,4.033609228,2.322276723,2.109140783,4.524011631
34.00413228,16.46646975,6.705242752,11.44570494,4.197552709,3.56046062,5.101318101,6.093875043,4.268531592,2.791647349,2.332854408,4.171520526
37.83937903,19.09810162,8.105847322,9.593901601,3.815628922,2.259129239,5.699756601,7.67049179,4.964645641,2.213176119,2.05495954,4.014018104
36.11047257,19.15029272,8.967831569,11.33745472,4.808162066,2.455887025,5.830854047,6.060763754,4.700462135,2.651303491,2.698138402,4.609538717
37.40124019,17.99365711,6.802155023,8.073669187,3.484297558,3.876906041,5.125532968,6.927992693,4.479395409,2.442155386,2.091056124,4.993189317
35.00339743,19.16469716,7.262239396,9.733696072,4.519065004,3.565904353,4.081898648,7.968238657,4.846122019,2.901769014,2.691577627,4.119859209
34.37498299,18.97056222,6.574150168,9.104186314,4.130669323,2.305628897,4.894722602,6.080241127,4.255147334,2.173371989,2.798079604,4.242911466
32.13621103,16.87219563,7.533803295,11.31041902,3.491901214,3.860952576,4.855601348,7.785046161,4.729961828,2.50794391,2.959103019,4.790207598
33.83384241,18.60841578,7.584094983,11.58977165,4.083686268,3.20284182,4.69641231,7.22825065,4.480772189,2.760085674,2.962815564,4.84200767
36.6492382,17.24376487,7.141851005,9.94105285,3.14454452,2.849179037,4.854284638,7.885704265,4.105018832,2.130000222,2.044095061,4.979398441
34.03786663,17.38159179,8.269657444,10.67139985,3.493209924,3.446278136,5.646847604,6.584070056,4.352228849,2.82945745,2.374646805,3.415150434
34.22937922,19.38300751,6.849318234,10.53062098,3.953834862,3.62834091,4.886664351,7.263846437,4.174747714,2.029913094,2.499194751,4.976935321
32.25465541,17.91395865,6.551422796,11.82792685,3.200655214,2.547994379,5.711930316,7.434560111,4.639798274,2.930516829,2.007283611,3.337375638
33.79972182,18.8719494,7.957994227,9.323873303,3.949929346,3.047870712,4.921831546,6.725671433,4.716772913,2.763526079,2.88326131,4.107616905
34.8694857,16.12116198,8.448724614,9.75489004,3.853090066,2.98010134,4.369767639,7.750966607,4.342262974,2.973727196,2.287218412,4.166602617
32.06174633,18.67073408,7.891988664,11.73454528,4.613889499,3.189097194,5.161374983,6.378280007,4.01076608,2.564073017,2.875761473,3.024297069
34.99672366,19.99061069,7.200473536,11.63680735,3.445841255,2.228448576,4.052704166,6.031458557,4.895504431,2.927538485,2.723837737,3.477047231
33.09329251,19.93314327,8.36642179,10.04875117,3.698241366,3.700218675,4.388667427,6.017120713,4.527804208,2.331868348,2.994811795,3.768271778
35.62509104,18.50925363,7.619035827,11.89729623,4.564633199,2.33568978,5.253988183,7.843616345,4.944200392,2.016583836,2.306811805,4.088118856
33.68474815,16.04878525,8.889548777,10.96610711,4.431900657,2.671664074,5.493884016,6.559394823,4.762880352,2.384217584,2.343277666,3.291199569
37.42636598,16.16863626,8.822238372,9.806744912,4.706405372,3.404101914,4.633521326,6.550215662,4.657455435,2.652354741,2.415540391,3.52454786
37.04204785,19.9827653,8.136556423,9.370235611,3.29524238,3.515094232,5.212127013,7.662959185,4.131894261,2.70851055,2.977968378,4.13889998
37.41378398,16.80479225,6.353299627,10.15721713,3.765302675,3.719391817,5.688830193,7.928339337,4.284487564,2.352521809,2.920649715,3.86235428
34.94594415,16.01377616,7.051928011,10.13854887,4.275425004,3.754759889,4.627927587,7.166392235,4.298895082,2.385908129,2.647981729,4.349655268
37.83064635,18.07053203,6.598510336,8.459243873,4.84453728,2.035692665,5.755787447,7.951274861,4.767518677,2.296745574,2.892564136,3.261751953
36.19180539,16.66933243,6.925348466,11.77199225,3.692691406,3.787387987,4.557210625,7.16527616,4.112546309,2.08156792,2.392124954,4.907704496
35.13231476,17.49900759,7.714641352,10.60542496,4.937825452,3.07210875,5.468908075,7.621967414,4.299890893,2.998041799,2.36832282,4.89876661
34.00649059,17.29396518,7.49977378,9.513401924,4.818769988,3.032413704,5.244455496,7.983219762,4.28497489,2.568326906,2.293964729,3.363403668
37.60817735,18.70518992,7.111831718,9.18577215,3.398910681,3.006357355,4.968046079,6.337161901,4.61861102,2.434460183,2.091094266,3.422930687
35.70047443,17.62029059,6.20831254,11.66503923,4.845028052,2.920713596,5.571354257,6.477376268,4.261260557,2.544694452,2.675292954,3.316771885
34.8087763,18.83548073,8.02272647,11.34755488,3.636818056,2.556619157,4.971390321,6.481271776,4.977831695,2.902758745,2.075053737,3.263108125
32.60746422,18.35301671,7.502057699,9.461076779,4.4528077,2.168018092,5.861945797,6.481696029,4.864428249,2.060222091,2.404529708,3.444138923
34.30744898,19.31940072,6.307181073,10.0869472,3.512999916,2.891740834,5.355090884,6.069431844,4.151176694,2.972318308,2.70430573,3.189092285
33.62400635,17.00676135,8.079189445,11.37775192,4.916641434,2.116949113,5.258554703,6.661345378,4.096038983,2.292393221,2.18302809,3.132830361
33.08851962,16.44084229,6.199187665,11.52454124,4.164807452,2.161103147,4.479236407,7.38254291,4.764772307,2.261538307,2.822283758,3.099799548
37.95301991,17.27755073,6.709186853,10.05566326,3.994984859,2.176299192,5.181906986,6.813441817,4.257511664,2.432882186,2.731855386,3.778695029
32.94510409,17.42521312,8.38107588,9.600849475,4.971289802,2.951923502,5.966827322,6.307057575,4.528853167,2.836155267,2.626552177,3.352657125
36.82389745,18.69666852,7.486017897,11.4971051,3.435624606,3.991543134,5.284585452,6.907149309,4.649433418,2.337655237,2.015726353,3.303759472
33.84662504,19.60671536,8.086724673,9.800393787,3.148763928,2.212959891,5.829520432,6.06080817,4.47914668,2.448243837,2.910298973,3.626423785
37.17172438,17.69155245,8.520482744,11.33154106,4.854359537,2.173151578,4.275697837,7.835445908,4.712197654,2.789741379,2.165376431,3.468889338
36.3348566,19.01162834,8.258075459,11.81568557,3.51516615,2.576290909,5.356660686,7.911178176,4.991977201,2.302746465,2.293195996,3.610429971
33.10189647,19.65773362,8.600951846,9.553425357,3.677506809,2.254853162,4.341176252,7.959080566,4.524486891,2.199697938,2.442748687,4.330640552
34.41141052,18.24086116,8.649511953,9.448452787,3.160693943,3.589340028,4.024220982,7.748593435,4.675490115,2.587586232,2.01851833,3.587937349
35.89679363,17.05100841,8.441198146,8.66857616,3.565908138,3.343894032,4.226211958,6.229264136,4.179173793,2.279369416,2.651512691,4.888709381
34.24507521,19.92860015,6.61624187,9.465561526,3.312433965,3.951120565,5.094297784,7.983992489,4.320135126,2.385499844,2.396845065,3.487954278
32.10619994,18.63575337,7.47770944,10.70311135,4.273842454,3.435924689,4.421049076,7.570887096,4.573558883,2.486509774,2.43613597,4.100274293
34.97997076,18.10027537,6.818836087,8.691136798,4.679151622,2.28550825,5.498427197,7.28539995,4.724176147,2.536371624,2.415860897,4.851375791
36.73119477,19.86628426,7.361090782,11.6221977,3.2994867,3.483057792,5.8583041,6.026301365,4.155471583,2.317163912,2.389985067,4.164640644
34.34563028,17.07533961,8.489506894,11.81513618,3.687054677,2.517386626,5.397602085,7.698682337,4.382162794,2.887961761,2.110319589,3.034933451
33.62533635,19.48492775,8.341591225,10.77949908,3.601243589,3.551882162,5.686012693,7.387887952,4.027181895,2.832643216,2.01877927,3.610312715
34.49609737,16.62923898,6.065489244,10.22126765,3.597566217,2.563336275,4.446690798,7.540889435,4.533235499,2.974509782,2.3505003,4.515497079
36.83148368,19.03434328,8.290583895,9.943004692,3.327476314,2.455807894,5.556032613,6.3272031,4.259951726,2.364092201,2.579104681,3.631371826
37.2790125,16.25730323,7.316520107,11.06132613,3.69432467,2.145427201,5.64324972,7.702041274,4.440983242,2.968926279,2.164928691,4.827321996
37.13427508,17.84986427,8.076913302,9.68217544,4.804508712,3.841986269,4.027498498,7.16130875,4.558132204,2.47619832,2.308809181,3.688263366
35.62820646,17.51373678,8.50039841,9.801889124,4.957641843,2.163421195,4.166714202,7.759558278,4.158254808,2.687598073,2.927217926,4.691874452
33.83917996,16.02576074,7.27992586,10.33052808,4.092735692,3.314195193,4.731124888,7.68029806,4.901193485,2.176752892,2.267159983,4.172961917
32.8058054,16.37665413,7.328226118,8.892107263,4.640092292,2.022242536,4.657721909,7.940286707,4.901988756,2.905500805,2.806943451,4.837603113
32.88989513,18.75711849,6.534031345,10.98297865,4.31601819,3.842618612,5.239009211,7.497106731,4.130020628,2.81381791,2.106672823,3.281547547
35.48908209,16.94554528,6.14592171,10.55912716,3.064449826,2.138589203,4.14236157,7.835087959,4.640917853,2.659195346,2.49602049,4.907109446
32.5605845,17.8286679,7.513778696,9.522857326,3.616560851,3.513894034,5.756946475,6.723410627,4.604847691,2.041492062,2.973669647,4.388137683
33.94304668,19.78317929,6.604289501,9.664090633,4.436612431,2.365816007,5.199448697,7.841372456,4.688747606,2.493216317,2.881998992,4.215891146
34.94030051,19.82111973,6.286989719,10.72365105,4.919108603,2.683699731,4.202908059,7.990009156,4.491211865,2.595468497,2.003446443,4.641967426
37.05270801,19.72762675,7.457699941,8.27127244,3.74598058,2.460213137,4.072616891,7.263901203,4.378823471,2.333861506,2.738422892,4.078569677
32.5958757,17.21103783,7.956801601,10.33790688,3.768876516,3.323656732,5.171439992,7.985225663,4.466302484,2.557130837,2.94824716,4.200156506
36.18722929,18.51010972,7.796335225,10.81654589,4.751717748,3.609570915,4.731495897,6.39252458,4.943725299,2.858580103,2.971116295,4.868300375
34.14548437,19.7464113,7.557175167,9.21514021,3.920056736,2.706045573,5.841838122,7.140530347,4.491873328,2.836491136,2.322336415,3.74453157
35.66507424,19.10585295,7.651860342,11.47083029,3.309556358,2.225806487,4.082052416,7.603859346,4.149820626,2.650088032,2.297667422,4.465109069
36.37933641,17.13774878,6.303109818,11.244868,3.45500043,3.500817829,4.492714776,7.484440144,4.889442316,2.319118998,2.941838875,3.591816757
37.13874217,19.08045428,8.894880119,9.562435804,4.968753657,3.296071875,4.09981302,6.836784133,4.172325528,2.244838232,2.235838129,3.674910727
35.51332209,16.46170751,8.364650161,9.004324744,4.749866642,3.124611117,4.675206904,7.41408942,4.357779703,2.01264503,2.07681152,3.739095602
36.81247489,17.99044777,6.203555864,9.037978914,3.878824215,3.3012528,5.763863064,6.557759412,4.241567515,2.920316199,2.296518753,4.637293642
34.94068842,18.88909634,7.52185395,9.325827114,3.066046495,2.433536045,4.917123526,6.700548627,4.813224544,2.893933249,2.290557154,3.317028086
37.51896934,18.24475621,7.165005984,10.90719407,3.037266433,3.350352813,4.212877535,7.548588717,4.962593732,2.492741566,2.073276134,4.061984299
37.33007901,16.58265928,6.65386178,10.54654867,4.586644365,2.130819239,4.118337035,6.883143487,4.022149525,2.582396478,2.25258707,3.869673457
37.98104958,17.98940724,8.833099669,9.565995387,3.21071926,2.136203588,5.962259473,7.512594479,4.844668159,2.465780541,2.35603291,4.150222027
35.23760835,19.4191383,6.079603339,11.04979379,3.020346043,3.646783838,4.566134495,6.034300759,4.674165065,2.981950254,2.98243885,3.066262126
33.26936094,19.20249818,6.955751253,9.266561521,4.003528438,2.639688039,5.301987516,6.735589825,4.898255176,2.181147048,2.619799534,4.603913729
37.83394499,19.36997919,7.535553514,11.56644229,4.657466681,3.053708878,4.669010143,7.54278421,4.533381831,2.976942443,2.445795886,4.434911934
37.78558467,16.41876057,6.571610073,11.39815008,3.533669563,2.524175509,4.120980511,6.307530853,4.508697854,2.680496694,2.126727729,3.153021583
32.6363089,18.46956565,7.969690447,11.41017013,4.999904483,3.454988054,4.600258056,7.961677303,4.342998634,2.416044764,2.819320662,4.621349605
36.44835512,17.87053174,8.773241782,8.429800914,4.548674292,2.671909292,5.545264121,6.088456026,4.68684047,2.621270458,2.369411297,3.372774693
33.12819337,17.87566013,6.862000778,11.39846895,3.132565198,3.366710391,5.899601003,7.616530122,4.959788993,2.34868773,2.152858374,3.105314293
34.06789567,19.57201988,7.329012474,10.96757434,3.7088767,2.382164924,5.364516137,7.554628862,4.599444691,2.356139035,2.631732731,4.600051907
34.48607433,18.04210581,7.461633758,11.5139413,4.959169905,2.581373238,5.700872697,6.72640652,4.133676863,2.752670091,2.419387941,4.53251081
32.57037687,19.47685324,6.243766837,8.680302896,3.526350896,2.493117024,4.795067119,6.573913324,4.817913457,2.368365054,2.315857926,4.27980808
36.65386247,17.81737366,6.991557141,9.779385297,3.843054242,3.840945099,4.185594359,7.915133719,4.815250824,2.153213619,2.152996405,3.016141018
34.94153349,16.57930154,7.272571083,8.311684847,3.517325188,3.78797304,5.099470558,7.538274078,4.93536695,2.103277127,2.751429171,3.196260902
32.45622002,17.04627457,7.61747509,9.296594929,3.760070311,3.292559673,4.275502097,6.645893106,4.523701192,2.911848399,2.971339949,3.879090621
32.20305967,17.40576143,7.018445336,8.56927633,4.61518109,3.540977821,4.86981107,6.38287582,4.354740154,2.877107259,2.423402877,4.543201393
34.36794168,19.62626586,7.413133586,10.07788849,4.425321459,2.459575098,4.485402335,7.892914086,4.143514098,2.240715534,2.756822972,4.383067053
37.68246852,19.01620594,6.464916738,8.33479044,3.813561653,2.211567198,4.820036302,6.240202957,4.862944745,2.010721225,2.696910516,3.384827177
32.73529509,16.1049426,7.585081969,11.56610385,3.173088018,3.581908497,4.610299236,6.423597163,4.606440508,2.628857644,2.712910713,4.543846159
36.17970618,19.87210166,6.221891473,8.097606576,4.322448543,2.216773905,5.022776376,6.378422143,4.105748397,2.112192887,2.287048731,4.632647614
32.66541098,18.34705421,6.658969878,9.505989917,4.500505096,2.605129499,4.936012577,6.895258693,4.660714556,2.449217514,2.029627222,3.865922644
35.59600399,16.52020598,7.732880459,11.62916937,3.786561013,3.077852857,5.294341613,7.967647045,4.515783865,2.868008322,2.803377447,3.844579019
34.46088943,17.02673628,7.978560776,8.747142194,4.479200689,3.901994923,4.236678569,7.13023248,4.100515335,2.948641729,2.289071263,4.2550445
34.50144865,18.10754346,6.673276545,9.942383682,4.823561696,3.733750605,4.786630944,7.446083779,4.461995474,2.453434409,2.610013796,4.621013735
37.96268956,18.46808995,8.206518236,9.481230299,3.81729865,3.556672994,5.961184509,7.170479333,4.717836366,2.438378452,2.995303098,4.319008336
37.87867766,19.8382678,7.092993462,10.20444169,4.821148744,3.361296381,4.82342484,6.306021796,4.369919453,2.605188569,2.723340062,4.004841459
37.80067572,19.88101643,8.21338224,11.04739087,4.36444146,3.017892378,5.839388044,6.471239288,4.689955039,2.465837338,2.255756491,4.012987683
35.28378581,19.26218509,7.510165809,11.32020111,3.364637006,3.709984127,4.782614411,7.976341743,4.765196374,2.894184576,2.655086997,4.428135989
35.03862347,17.71723648,6.432575526,8.955832465,3.070231193,2.50250406,4.573321946,7.826085865,4.625857929,2.531557044,2.384632366,3.907604905
36.45653153,16.39035152,6.451415925,10.53007093,3.826070548,2.816100471,5.015512266,6.525627288,4.534715675,2.294992746,2.439015602,3.075938044
34.18070065,18.11763126,7.447291938,11.68280306,3.27262441,2.48719768,4.425102538,6.581302393,4.992035112,2.381643607,2.395272787,3.469971102
32.40224649,19.03981698,6.710149833,11.52451694,4.958730251,2.10213408,5.656310798,7.683738248,4.325803122,2.150740031,2.221872462,3.77253325
32.29932241,17.4477482,6.860050718,9.055303817,4.624642437,2.025534486,4.149547626,6.84269184,4.493643896,2.065660632,2.818850242,3.293622035
37.03181113,19.90481774,8.02190723,10.03935584,3.934733351,2.250264568,5.247333876,6.826289741,4.858244114,2.472788185,2.468482448,3.10679182
37.6345913,18.74265024,7.135756607,9.699729983,3.313241161,2.746194647,5.655014403,7.317972853,4.982064743,2.738467841,2.777541063,4.649064542
36.55379423,19.97634457,8.32671818,10.53559127,3.40209503,3.447943253,5.73901393,6.592356149,4.894227023,2.53744089,2.169658216,3.016026126
32.20702881,18.63715406,8.656340225,9.302239065,4.131585521,3.994386872,4.961042289,7.521096198,4.514673021,2.626794531,2.608449553,4.40792821
33.65185488,18.22388656,8.81103614,8.844946556,4.782835958,2.190084999,5.621306221,7.678540026,4.619297816,2.414854605,2.12676893,3.028415137
36.26078956,19.8998083,7.187630391,10.64806448,4.555129116,3.300025799,5.95271617,7.386885841,4.776404794,2.154126738,2.846608806,4.695386909
35.41556893,19.58215971,7.646853031,11.31165043,3.157306328,2.888350107,5.728156296,6.774705929,4.063260729,2.944884601,2.349291793,3.786716177
34.71157233,19.08536857,7.199046836,9.834346345,4.305304171,2.323115744,5.200594179,6.795178841,4.390323732,2.530228746,2.322842074,3.891802254
32.65726925,18.10711076,7.682837348,11.73427116,3.706369374,3.210544423,4.570477825,6.346663075,4.492004232,2.274399844,2.751015395,3.434156147
37.87444169,18.03147044,8.917969473,11.62470981,3.025125198,2.126364274,4.720318952,6.750716916,4.421964641,2.290862867,2.670406012,3.12083398
34.25307663,16.29818065,6.634651568,8.460522971,3.367088595,3.256851972,4.26278176,6.376164048,4.472550245,2.003212303,2.637731716,4.111030445
33.4471891,16.90744686,6.135364319,10.67437901,4.328521138,3.605705785,5.20272763,6.281192357,4.895677065,2.540602644,2.331039366,4.945399213
33.87044675,19.28774304,7.482402168,11.2752078,4.338425097,3.711603702,5.554807577,6.445331453,4.533715135,2.218043576,2.377848957,3.796130336
35.03055254,17.58765703,6.092474879,10.96797568,3.554101544,3.502607825,4.829124191,7.958068675,4.99625633,2.499291826,2.489808787,4.153875058
37.34107727,17.09382217,8.528621997,8.590186938,3.433717969,3.06910954,4.48178017,6.099011518,4.655614192,2.451398044,2.065656984,3.817407741
32.62535506,19.31486357,8.824030145,10.97720009,3.101129904,2.139206255,4.864829512,6.039732986,4.775186961,2.518890309,2.090821992,4.75537503
34.56372816,16.60332773,7.209078318,9.552699967,4.710978476,3.930649692,4.943135832,6.490809768,4.276540169,2.436361687,2.411213038,4.614498959
37.24799023,17.71103252,8.136781064,11.30636822,3.420753691,2.194941848,4.646714096,7.035210063,4.023286125,2.72068031,2.33270275,4.643694666
33.80257982,18.70659943,6.969006713,9.310921994,3.137156409,3.980905717,5.466012638,6.1630465,4.973841266,2.754451932,2.112542564,4.549468985
